t,Tref,u,T1,e
2.150000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
2.160000000000000000e+02,5.000000000000000000e+01,2.820499999999999119e+01,4.435900000000000176e+01,5.640999999999998238e+00
2.170000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
2.180000000000000000e+02,5.000000000000000000e+01,2.771999999999998465e+01,4.445600000000000307e+01,5.543999999999996930e+00
2.190000000000000000e+02,5.000000000000000000e+01,2.723500000000001364e+01,4.455299999999999727e+01,5.447000000000002728e+00
2.200000000000000000e+02,5.000000000000000000e+01,2.756000000000000227e+01,4.448799999999999955e+01,5.512000000000000455e+00
2.210000000000000000e+02,5.000000000000000000e+01,2.691500000000001336e+01,4.461699999999999733e+01,5.383000000000002672e+00
2.220000000000000000e+02,5.000000000000000000e+01,2.723500000000001364e+01,4.455299999999999727e+01,5.447000000000002728e+00
2.230000000000000000e+02,5.000000000000000000e+01,2.675499999999999545e+01,4.464900000000000091e+01,5.350999999999999091e+00
2.240000000000000000e+02,5.000000000000000000e+01,2.691500000000001336e+01,4.461699999999999733e+01,5.383000000000002672e+00
2.250000000000000000e+02,5.000000000000000000e+01,2.707499999999999574e+01,4.458500000000000085e+01,5.414999999999999147e+00
2.260000000000000000e+02,5.000000000000000000e+01,2.658999999999998920e+01,4.468200000000000216e+01,5.317999999999997840e+00
2.270000000000000000e+02,5.000000000000000000e+01,2.691500000000001336e+01,4.461699999999999733e+01,5.383000000000002672e+00
2.280000000000000000e+02,5.000000000000000000e+01,2.707499999999999574e+01,4.458500000000000085e+01,5.414999999999999147e+00
2.290000000000000000e+02,5.000000000000000000e+01,2.691500000000001336e+01,4.461699999999999733e+01,5.383000000000002672e+00
2.300000000000000000e+02,5.000000000000000000e+01,2.658999999999998920e+01,4.468200000000000216e+01,5.317999999999997840e+00
2.310000000000000000e+02,5.000000000000000000e+01,2.691500000000001336e+01,4.461699999999999733e+01,5.383000000000002672e+00
